average,year,local_batch_id,local_batch_name,local_province_id,local_province_name,local_type_id,local_type_name
391,2016,9,本科三批,62,甘肃,2,文科
200,2016,19,专科一批,62,甘肃,2,文科
460,2017,7,本科一批,62,甘肃,1,理科
408,2017,8,本科二批,62,甘肃,1,理科
337,2017,9,本科三批,62,甘肃,1,理科
180,2017,10,专科批,62,甘肃,1,理科
505,2017,7,本科一批,62,甘肃,2,文科
458,2017,8,本科二批,62,甘肃,2,文科
383,2017,9,本科三批,62,甘肃,2,文科
180,2017,10,专科批,62,甘肃,2,文科
483,2018,7,本科一批,62,甘肃,1,理科
436,2018,8,本科二批,62,甘肃,1,理科
370,2018,9,本科三批,62,甘肃,1,理科
180,2018,10,专科批,62,甘肃,1,理科
502,2018,7,本科一批,62,甘肃,2,文科
456,2018,8,本科二批,62,甘肃,2,文科
380,2018,9,本科三批,62,甘肃,2,文科
180,2018,10,专科批,62,甘肃,2,文科
406,2014,7,本科一批,63,青海,1,理科
362,2014,8,本科二批,63,青海,1,理科
330,2014,9,本科三批,63,青海,1,理科
473,2014,7,本科一批,63,青海,2,文科
426,2014,8,本科二批,63,青海,2,文科
386,2014,9,本科三批,63,青海,2,文科
400,2015,7,本科一批,63,青海,1,理科
363,2015,8,本科二批,63,青海,1,理科
339,2015,9,本科三批,63,青海,1,理科
200,2015,19,专科一批,63,青海,1,理科
466,2015,7,本科一批,63,青海,2,文科
420,2015,8,本科二批,63,青海,2,文科
382,2015,9,本科三批,63,青海,2,文科
200,2015,19,专科一批,63,青海,2,文科
416,2016,7,本科一批,63,青海,1,理科
380,2016,8,本科二批,63,青海,1,理科
353,2016,9,本科三批,63,青海,1,理科
200,2016,19,专科一批,63,青海,1,理科
457,2016,7,本科一批,63,青海,2,文科
415,2016,8,本科二批,63,青海,2,文科
379,2016,9,本科三批,63,青海,2,文科
200,2016,19,专科一批,63,青海,2,文科
391,2017,7,本科一批,63,青海,1,理科
356,2017,8,本科二批,63,青海,1,理科
328,2017,9,本科三批,63,青海,1,理科
200,2017,10,专科批,63,青海,1,理科
463,2017,7,本科一批,63,青海,2,文科
421,2017,8,本科二批,63,青海,2,文科
382,2017,9,本科三批,63,青海,2,文科
200,2017,10,专科批,63,青海,2,文科
403,2018,7,本科一批,63,青海,1,理科
365,2018,8,本科二批,63,青海,1,理科
334,2018,9,本科三批,63,青海,1,理科
200,2018,10,专科批,63,青海,1,理科
475,2018,7,本科一批,63,青海,2,文科
424,2018,8,本科二批,63,青海,2,文科
377,2018,9,本科三批,63,青海,2,文科
200,2018,10,专科批,63,青海,2,文科
